Node	Gene	Type	CIN_surv	Invasive_surv	MSIorCIMP_surv
DHODH_prot	DHODH	prot	died	died	died
DHPS_mrna	DHPS	mrna	died	died	died
DHPS_prot	DHPS	prot	died	died	died
DHRS2_prot	DHRS2	prot	died	died	died
DHRS3_mrna	DHRS3	mrna	died	died	died
DHRS4_prot	DHRS4	prot	died	died	died
DHRS7B_prot	DHRS7B	prot	died	died	died
DHRS7_prot	DHRS7	prot	died	died	died
DHX15_mrna	DHX15	mrna	died	died	died
DHX15_prot	DHX15	prot	died	died	prot
DHX16_prot	DHX16	prot	died	died	died
DHX29_prot	DHX29	prot	died	died	died
DHX30_mrna	DHX30	mrna	died	died	died
DHX30_prot	DHX30	prot	died	died	died
DHX33_mrna	DHX33	mrna	died	died	died
DHX34_mrna	DHX34	mrna	died	died	died
DHX35_mrna	DHX35	mrna	mrna	died	died
DHX36_prot	DHX36	prot	died	died	died
DHX37_mrna	DHX37	mrna	died	died	died
DHX38_prot	DHX38	prot	died	died	prot
DHX57_mrna	DHX57	mrna	died	died	died
DHX58_mrna	DHX58	mrna	died	died	died
DHX8_mrna	DHX8	mrna	died	died	died
DHX9_mrna	DHX9	mrna	died	died	died
DHX9_prot	DHX9	prot	prot	died	died
DIABLO_mrna	DIABLO	mrna	died	died	died
DIABLO_prot	DIABLO	prot	died	died	died
DIAPH1_mrna	DIAPH1	mrna	died	died	died
DIAPH1_prot	DIAPH1	prot	died	died	died
DIAPH2_mrna	DIAPH2	mrna	mrna	died	died
DIAPH2_prot	DIAPH2	prot	died	died	died
DIAPH3_mrna	DIAPH3	mrna	died	died	died
DICER1_mrna	DICER1	mrna	died	died	died
DIDO1_prot	DIDO1	prot	prot	died	died
DIP2B_prot	DIP2B	prot	died	died	died
DIP2C_mrna	DIP2C	mrna	died	died	died
DIRAS3_mrna	DIRAS3	mrna	died	mrna	died
DIS3_mrna	DIS3	mrna	died	died	died
DIS3_prot	DIS3	prot	died	died	died
DISC1_mrna	DISC1	mrna	died	died	died
DIXDC1_mrna	DIXDC1	mrna	died	died	died
DKC1_mrna	DKC1	mrna	mrna	died	died
DKC1_prot	DKC1	prot	prot	died	prot
DKK3_mrna	DKK3	mrna	died	died	died
DKK4_prot	DKK4	prot	died	died	died
DLAT_mrna	DLAT	mrna	died	died	died
DLAT_prot	DLAT	prot	died	died	died
DLC1_mrna	DLC1	mrna	died	died	died
DLD_mrna	DLD	mrna	died	died	died
DLD_prot	DLD	prot	died	died	died
DLEC1_mrna	DLEC1	mrna	died	died	died
DLG1_mrna	DLG1	mrna	died	died	died
DLG1_prot	DLG1	prot	died	died	died
DLG2_mrna	DLG2	mrna	died	died	died
DLG4_mrna	DLG4	mrna	mrna	died	died
DLG5_mrna	DLG5	mrna	died	died	died
DLGAP4_mrna	DLGAP4	mrna	died	died	died
DLGAP4_prot	DLGAP4	prot	died	died	died
DLGAP5_mrna	DLGAP5	mrna	died	died	died
DLL3_mrna	DLL3	mrna	died	died	died
DLST_prot	DLST	prot	died	died	died
DLX5_mrna	DLX5	mrna	died	died	died
DMBT1_prot	DMBT1	prot	died	died	died
DMD_prot	DMD	prot	died	died	died
DMPK_mrna	DMPK	mrna	died	died	died
DMWD_mrna	DMWD	mrna	died	died	died
DNA2_mrna	DNA2	mrna	died	died	died
DNAAF1_mrna	DNAAF1	mrna	died	died	died
DNAAF3_mrna	DNAAF3	mrna	died	died	died
DNAAF5_mrna	DNAAF5	mrna	died	died	died
DNAH17_mrna	DNAH17	mrna	died	died	died
DNAH3_mrna	DNAH3	mrna	died	died	died
DNAH7_mrna	DNAH7	mrna	died	died	died
DNAJA1_prot	DNAJA1	prot	died	died	died
DNAJA2_mrna	DNAJA2	mrna	died	died	died
DNAJA2_prot	DNAJA2	prot	died	died	died
DNAJA3_prot	DNAJA3	prot	died	died	died
DNAJA4_mrna	DNAJA4	mrna	died	died	died
DNAJB11_mrna	DNAJB11	mrna	died	died	died
DNAJB11_prot	DNAJB11	prot	died	died	died
DNAJB13_mrna	DNAJB13	mrna	died	died	died
DNAJB14_mrna	DNAJB14	mrna	died	died	died
DNAJB1_mrna	DNAJB1	mrna	died	died	died
DNAJB1_prot	DNAJB1	prot	died	died	died
DNAJB6_mrna	DNAJB6	mrna	died	died	died
DNAJC10_mrna	DNAJC10	mrna	mrna	died	died
DNAJC10_prot	DNAJC10	prot	died	prot	died
DNAJC11_mrna	DNAJC11	mrna	died	died	died
DNAJC11_prot	DNAJC11	prot	died	died	died
DNAJC13_prot	DNAJC13	prot	died	died	died
DNAJC14_mrna	DNAJC14	mrna	died	died	died
DNAJC19_mrna	DNAJC19	mrna	died	died	died
DNAJC2_prot	DNAJC2	prot	prot	died	died
DNAJC30_mrna	DNAJC30	mrna	died	died	died
DNAJC3_prot	DNAJC3	prot	died	died	died
DNAJC4_mrna	DNAJC4	mrna	died	died	died
DNAJC7_prot	DNAJC7	prot	died	died	died
DNAJC8_prot	DNAJC8	prot	died	died	died
DNAJC9_prot	DNAJC9	prot	died	died	died
DNASE1L1_mrna	DNASE1L1	mrna	died	died	died
DNASE1L2_mrna	DNASE1L2	mrna	died	died	died
DNASE1_prot	DNASE1	prot	prot	prot	died
DNASE2_prot	DNASE2	prot	died	died	died
DNLZ_mrna	DNLZ	mrna	died	died	died
DNM1L_mrna	DNM1L	mrna	died	died	died
DNM1L_prot	DNM1L	prot	died	prot	died
DNM1_prot	DNM1	prot	prot	died	died
DNM2_mrna	DNM2	mrna	died	died	died
DNM2_prot	DNM2	prot	died	died	died
DNM3_mrna	DNM3	mrna	died	died	died
DNMBP_mrna	DNMBP	mrna	died	died	died
DNMT1_mrna	DNMT1	mrna	died	died	died
DNMT1_prot	DNMT1	prot	prot	prot	died
DNMT3A_mrna	DNMT3A	mrna	died	died	died
DNMT3B_mrna	DNMT3B	mrna	died	mrna	died
DNPEP_prot	DNPEP	prot	died	died	died
DNPH1_prot	DNPH1	prot	died	died	died
DNTTIP2_mrna	DNTTIP2	mrna	died	died	died
DOCK1_mrna	DOCK1	mrna	died	died	died
DOCK2_mrna	DOCK2	mrna	died	died	died
DOCK2_prot	DOCK2	prot	died	died	died
DOCK3_mrna	DOCK3	mrna	died	died	died
DOCK4_mrna	DOCK4	mrna	mrna	died	died
DOCK5_mrna	DOCK5	mrna	died	died	died
DOCK6_mrna	DOCK6	mrna	mrna	died	died
DOCK6_prot	DOCK6	prot	died	died	died
DOHH_mrna	DOHH	mrna	died	died	died
DOK2_mrna	DOK2	mrna	died	died	died
DOK7_mrna	DOK7	mrna	mrna	died	died
DOLK_mrna	DOLK	mrna	died	died	died
DOLPP1_mrna	DOLPP1	mrna	died	died	died
DONSON_mrna	DONSON	mrna	died	died	died
DOPEY1_mrna	DOPEY1	mrna	died	died	died
DOPEY2_prot	DOPEY2	prot	died	died	died
DOT1L_mrna	DOT1L	mrna	died	died	died
DPEP1_prot	DPEP1	prot	prot	died	prot
DPH1_mrna	DPH1	mrna	died	died	died
DPH2_mrna	DPH2	mrna	died	died	died
DPH3_mrna	DPH3	mrna	died	died	died
DPH5_mrna	DPH5	mrna	died	died	died
DPH7_mrna	DPH7	mrna	mrna	died	died
DPM1_mrna	DPM1	mrna	died	died	died
DPM1_prot	DPM1	prot	died	died	died
DPM2_mrna	DPM2	mrna	mrna	died	died
DPP3_mrna	DPP3	mrna	died	died	died
DPP3_prot	DPP3	prot	died	died	died
DPP4_prot	DPP4	prot	died	died	died
DPP7_prot	DPP7	prot	died	died	died
DPP9_prot	DPP9	prot	died	died	died
DPT_prot	DPT	prot	died	died	died
DPY19L3_mrna	DPY19L3	mrna	died	died	died
DPY30_mrna	DPY30	mrna	died	died	died
DPY30_prot	DPY30	prot	died	died	died
DPYD_mrna	DPYD	mrna	died	died	died
DPYSL2_mrna	DPYSL2	mrna	died	died	died
DPYSL2_prot	DPYSL2	prot	died	died	died
DPYSL3_mrna	DPYSL3	mrna	died	died	died
DPYSL3_prot	DPYSL3	prot	died	died	died
DR1_mrna	DR1	mrna	died	died	died
DRAP1_mrna	DRAP1	mrna	died	died	died
DRD2_mrna	DRD2	mrna	mrna	died	died
DRD4_mrna	DRD4	mrna	died	died	died
DRG1_mrna	DRG1	mrna	died	died	died
DRG1_prot	DRG1	prot	died	died	died
DRG2_mrna	DRG2	mrna	died	died	died
DRG2_prot	DRG2	prot	died	died	died
DSC2_prot	DSC2	prot	died	died	died
DSCR3_mrna	DSCR3	mrna	died	died	died
DSG2_prot	DSG2	prot	died	died	died
DSG3_prot	DSG3	prot	died	died	died
DSN1_mrna	DSN1	mrna	died	died	died
DSP_mrna	DSP	mrna	died	died	died
DSP_prot	DSP	prot	died	died	died
DSTN_mrna	DSTN	mrna	died	died	died
DSTN_prot	DSTN	prot	died	died	died
DST_mrna	DST	mrna	died	died	died
DTL_mrna	DTL	mrna	died	died	died
DTWD1_mrna	DTWD1	mrna	died	mrna	died
DTWD2_mrna	DTWD2	mrna	died	died	died
DTX3L_mrna	DTX3L	mrna	died	died	died
DTX3L_prot	DTX3L	prot	prot	died	died
DTYMK_prot	DTYMK	prot	died	died	died
DUOXA1_mrna	DUOXA1	mrna	died	mrna	died
DUOXA2_mrna	DUOXA2	mrna	died	mrna	mrna
DUS3L_mrna	DUS3L	mrna	mrna	mrna	died
DUS4L_mrna	DUS4L	mrna	died	died	died
DUSP11_mrna	DUSP11	mrna	died	died	died
DUSP1_mrna	DUSP1	mrna	died	died	died
DUSP23_mrna	DUSP23	mrna	died	died	died
DUSP23_prot	DUSP23	prot	died	died	died
DUSP3_mrna	DUSP3	mrna	died	died	died
DUSP3_prot	DUSP3	prot	died	died	died
DUT_mrna	DUT	mrna	died	died	died
DUT_prot	DUT	prot	died	died	died
DYM_mrna	DYM	mrna	died	died	died
DYNC1H1_prot	DYNC1H1	prot	died	died	died
DYNC1I2_prot	DYNC1I2	prot	died	died	died
DYNC1LI1_mrna	DYNC1LI1	mrna	died	died	died
DYNC1LI1_prot	DYNC1LI1	prot	died	died	died
DYNC1LI2_mrna	DYNC1LI2	mrna	died	died	died
DYNC1LI2_prot	DYNC1LI2	prot	died	died	died
DYNLL1_mrna	DYNLL1	mrna	died	died	died
DYNLL1_prot	DYNLL1	prot	died	died	died
DYRK1A_mrna	DYRK1A	mrna	died	died	died
DYRK2_mrna	DYRK2	mrna	died	died	died
DYSF_prot	DYSF	prot	died	prot	died
DZIP1L_mrna	DZIP1L	mrna	died	died	died
E2F1_mrna	E2F1	mrna	died	died	died
E2F3_mrna	E2F3	mrna	died	died	died
E2F4_mrna	E2F4	mrna	died	died	died
E2F7_mrna	E2F7	mrna	died	died	died
EAF1_mrna	EAF1	mrna	died	died	died
EAF2_mrna	EAF2	mrna	died	died	died
EARS2_mrna	EARS2	mrna	died	died	died
EBI3_mrna	EBI3	mrna	died	died	died
EBNA1BP2_mrna	EBNA1BP2	mrna	mrna	died	died
EBNA1BP2_prot	EBNA1BP2	prot	died	died	died
EBPL_mrna	EBPL	mrna	died	died	died
EBP_prot	EBP	prot	died	died	died
ECD_mrna	ECD	mrna	died	died	died
ECE2_mrna	ECE2	mrna	died	died	died
ECH1_prot	ECH1	prot	died	died	died
ECHDC1_prot	ECHDC1	prot	died	died	died
ECHDC2_mrna	ECHDC2	mrna	mrna	died	died
ECHS1_mrna	ECHS1	mrna	died	mrna	died
ECHS1_prot	ECHS1	prot	died	died	died
ECI1_prot	ECI1	prot	died	died	died
ECI2_prot	ECI2	prot	died	died	died
ECM1_prot	ECM1	prot	died	prot	died
ECT2_mrna	ECT2	mrna	mrna	died	died
EDC3_mrna	EDC3	mrna	died	died	died
EDC4_mrna	EDC4	mrna	died	died	died
EDC4_prot	EDC4	prot	prot	died	died
EDEM2_mrna	EDEM2	mrna	died	died	died
EDEM3_prot	EDEM3	prot	died	died	died
EDF1_prot	EDF1	prot	died	died	died
EDIL3_mrna	EDIL3	mrna	died	died	died
EDN1_mrna	EDN1	mrna	died	died	died
EDNRA_mrna	EDNRA	mrna	died	died	died
EDRF1_mrna	EDRF1	mrna	died	died	died
EEA1_mrna	EEA1	mrna	mrna	died	died
EEA1_prot	EEA1	prot	died	prot	died
EED_mrna	EED	mrna	died	died	died
EEF1A1_mrna	EEF1A1	mrna	died	died	died
EEF1A1_prot	EEF1A1	prot	died	died	died
EEF1B2_prot	EEF1B2	prot	died	died	died
EEF1D_mrna	EEF1D	mrna	died	died	died
EEF1D_prot	EEF1D	prot	died	died	died
EEF1E1_mrna	EEF1E1	mrna	died	died	died
EEF1E1_prot	EEF1E1	prot	died	prot	died
EEF1G_mrna	EEF1G	mrna	died	died	died
EEF1G_prot	EEF1G	prot	prot	died	died
EEF2_prot	EEF2	prot	died	died	died
EFCAB11_mrna	EFCAB11	mrna	died	died	died
EFCAB14_mrna	EFCAB14	mrna	died	died	died
EFCAB7_mrna	EFCAB7	mrna	died	died	died
EFEMP1_mrna	EFEMP1	mrna	died	died	died
EFEMP1_prot	EFEMP1	prot	died	died	died
EFEMP2_mrna	EFEMP2	mrna	died	mrna	died
EFEMP2_prot	EFEMP2	prot	died	died	died
EFHD2_prot	EFHD2	prot	died	died	died
EFNB3_mrna	EFNB3	mrna	mrna	died	died
EFR3B_mrna	EFR3B	mrna	died	died	died
EFS_mrna	EFS	mrna	died	mrna	died
EFTUD1_prot	EFTUD1	prot	died	died	died
EFTUD2_mrna	EFTUD2	mrna	died	died	died
EFTUD2_prot	EFTUD2	prot	died	died	died
EGFR_mrna	EGFR	mrna	mrna	died	died
EGFR_prot	EGFR	prot	died	prot	died
EGLN1_mrna	EGLN1	mrna	died	died	died
EGLN3_mrna	EGLN3	mrna	died	died	died
EGR1_mrna	EGR1	mrna	died	died	died
EGR2_mrna	EGR2	mrna	died	died	died
EGR3_mrna	EGR3	mrna	died	died	died
EHBP1L1_mrna	EHBP1L1	mrna	died	died	died
EHBP1L1_prot	EHBP1L1	prot	died	died	died
EHD1_mrna	EHD1	mrna	died	died	died
EHD1_prot	EHD1	prot	died	died	died
EHD2_mrna	EHD2	mrna	died	died	died
EHD2_prot	EHD2	prot	died	died	died
EHD4_prot	EHD4	prot	died	died	died
EHF_mrna	EHF	mrna	died	died	died
EHHADH_mrna	EHHADH	mrna	died	died	died
EHHADH_prot	EHHADH	prot	died	died	died
EHMT1_mrna	EHMT1	mrna	died	died	died
EIF1AX_mrna	EIF1AX	mrna	died	died	died
EIF1AX_prot	EIF1AX	prot	prot	died	died
EIF1B_mrna	EIF1B	mrna	died	died	died
EIF1_prot	EIF1	prot	died	died	died
EIF2AK1_mrna	EIF2AK1	mrna	died	died	died
EIF2AK2_prot	EIF2AK2	prot	prot	died	died
EIF2AK3_mrna	EIF2AK3	mrna	died	died	died
EIF2AK4_mrna	EIF2AK4	mrna	died	died	died
EIF2A_mrna	EIF2A	mrna	died	died	died
EIF2A_prot	EIF2A	prot	died	died	died
EIF2B1_mrna	EIF2B1	mrna	died	died	died
EIF2B3_mrna	EIF2B3	mrna	died	died	died
EIF2B4_mrna	EIF2B4	mrna	died	died	died
EIF2B4_prot	EIF2B4	prot	died	died	died
EIF2B5_mrna	EIF2B5	mrna	died	died	died
EIF2B5_prot	EIF2B5	prot	died	died	died
EIF2S1_mrna	EIF2S1	mrna	died	died	died
EIF2S1_prot	EIF2S1	prot	died	died	died
EIF2S2_mrna	EIF2S2	mrna	died	died	died
EIF2S2_prot	EIF2S2	prot	died	died	died
EIF2S3_mrna	EIF2S3	mrna	died	died	died
EIF2S3_prot	EIF2S3	prot	died	died	died
EIF3A_mrna	EIF3A	mrna	died	died	died
EIF3A_prot	EIF3A	prot	died	died	died
EIF3B_mrna	EIF3B	mrna	died	died	died
EIF3B_prot	EIF3B	prot	died	died	died
EIF3C_mrna	EIF3C	mrna	died	died	died
EIF3C_prot	EIF3C	prot	died	died	died
EIF3D_mrna	EIF3D	mrna	died	died	died
EIF3D_prot	EIF3D	prot	died	died	died
EIF3E_mrna	EIF3E	mrna	died	died	died
EIF3E_prot	EIF3E	prot	died	died	died
EIF3F_prot	EIF3F	prot	died	died	died
EIF3G_prot	EIF3G	prot	died	prot	died
EIF3H_mrna	EIF3H	mrna	died	died	died
EIF3H_prot	EIF3H	prot	died	died	died
EIF3I_mrna	EIF3I	mrna	died	died	died
EIF3I_prot	EIF3I	prot	prot	died	died
EIF3J_mrna	EIF3J	mrna	died	mrna	died
EIF3J_prot	EIF3J	prot	died	died	died
EIF3K_prot	EIF3K	prot	died	died	died
EIF3L_mrna	EIF3L	mrna	died	died	died
EIF3L_prot	EIF3L	prot	died	died	died
EIF3M_mrna	EIF3M	mrna	died	died	died
EIF3M_prot	EIF3M	prot	died	died	died
EIF4A1_prot	EIF4A1	prot	died	died	died
EIF4A2_mrna	EIF4A2	mrna	died	died	died
EIF4A2_prot	EIF4A2	prot	died	prot	died
EIF4A3_mrna	EIF4A3	mrna	died	died	died
EIF4A3_prot	EIF4A3	prot	prot	died	died
EIF4B_mrna	EIF4B	mrna	died	died	died
EIF4B_prot	EIF4B	prot	prot	prot	died
EIF4E2_mrna	EIF4E2	mrna	died	died	died
EIF4EBP1_mrna	EIF4EBP1	mrna	died	died	died
EIF4E_mrna	EIF4E	mrna	died	died	died
EIF4E_prot	EIF4E	prot	prot	died	died
EIF4G1_mrna	EIF4G1	mrna	died	died	died
EIF4G1_prot	EIF4G1	prot	died	died	died
EIF4G2_prot	EIF4G2	prot	died	died	died
EIF4G3_mrna	EIF4G3	mrna	died	died	died
EIF4H_mrna	EIF4H	mrna	died	died	died
EIF4H_prot	EIF4H	prot	prot	died	died
EIF5A2_mrna	EIF5A2	mrna	died	died	died
EIF5A_mrna	EIF5A	mrna	died	died	died
EIF5A_prot	EIF5A	prot	died	died	died
EIF5B_mrna	EIF5B	mrna	died	died	died
EIF5B_prot	EIF5B	prot	died	died	died
EIF5_mrna	EIF5	mrna	died	died	died
EIF5_prot	EIF5	prot	died	died	died
EIF6_mrna	EIF6	mrna	died	died	died
EIF6_prot	EIF6	prot	died	prot	died
ELAC1_mrna	ELAC1	mrna	died	died	died
ELANE_prot	ELANE	prot	died	died	died
ELAVL1_mrna	ELAVL1	mrna	died	died	died
ELAVL1_prot	ELAVL1	prot	prot	prot	died
ELF1_mrna	ELF1	mrna	died	died	died
ELF1_prot	ELF1	prot	prot	prot	prot
ELF2_mrna	ELF2	mrna	died	died	died
ELF3_mrna	ELF3	mrna	died	died	died
ELF4_mrna	ELF4	mrna	died	died	died
ELK1_mrna	ELK1	mrna	died	died	died
ELK3_mrna	ELK3	mrna	died	died	died
ELK4_mrna	ELK4	mrna	died	died	died
ELL_mrna	ELL	mrna	died	died	died
ELMOD2_prot	ELMOD2	prot	died	died	died
ELMOD3_mrna	ELMOD3	mrna	died	died	died
ELMSAN1_mrna	ELMSAN1	mrna	died	died	died
ELN_prot	ELN	prot	died	prot	died
ELOVL1_mrna	ELOVL1	mrna	died	died	died
ELOVL1_prot	ELOVL1	prot	died	prot	died
ELOVL6_mrna	ELOVL6	mrna	died	died	died
ELP3_prot	ELP3	prot	died	died	died
ELP5_mrna	ELP5	mrna	died	died	died
EMC1_prot	EMC1	prot	died	died	died
EMC2_prot	EMC2	prot	died	died	died
EMC7_mrna	EMC7	mrna	died	died	died
EMC8_prot	EMC8	prot	died	died	died
EMCN_mrna	EMCN	mrna	died	died	died
EMD_prot	EMD	prot	prot	died	died
EMG1_mrna	EMG1	mrna	died	died	died
EMG1_prot	EMG1	prot	died	died	died
EMID1_mrna	EMID1	mrna	died	died	died
EMILIN1_mrna	EMILIN1	mrna	died	died	died
EMILIN1_prot	EMILIN1	prot	died	died	died
EMILIN2_prot	EMILIN2	prot	died	died	died
EML1_prot	EML1	prot	died	died	died
EML2_prot	EML2	prot	died	died	died
EML3_mrna	EML3	mrna	died	died	died
EML4_mrna	EML4	mrna	died	died	died
EML4_prot	EML4	prot	died	died	died
ENAH_prot	ENAH	prot	died	died	died
ENDOD1_mrna	ENDOD1	mrna	died	died	died
ENDOD1_prot	ENDOD1	prot	prot	died	died
ENGASE_mrna	ENGASE	mrna	died	died	died
ENGASE_prot	ENGASE	prot	died	died	died
ENG_mrna	ENG	mrna	died	died	died
ENG_prot	ENG	prot	died	died	died
ENKD1_mrna	ENKD1	mrna	died	died	died
ENO1_mrna	ENO1	mrna	died	died	died
ENO1_prot	ENO1	prot	died	died	died
ENO2_prot	ENO2	prot	died	died	died
ENOPH1_prot	ENOPH1	prot	died	died	died
ENPEP_mrna	ENPEP	mrna	died	died	died
ENPP1_prot	ENPP1	prot	died	died	died
ENPP3_mrna	ENPP3	mrna	died	died	died
ENPP7_mrna	ENPP7	mrna	died	died	died
ENSA_mrna	ENSA	mrna	died	died	died
ENTHD2_mrna	ENTHD2	mrna	died	died	died
ENTPD1_prot	ENTPD1	prot	died	died	died
ENTPD2_mrna	ENTPD2	mrna	died	died	died
ENTPD4_mrna	ENTPD4	mrna	died	died	died
ENTPD7_mrna	ENTPD7	mrna	mrna	died	died
ENY2_mrna	ENY2	mrna	died	died	died
EP300_mrna	EP300	mrna	died	died	died
EP400_mrna	EP400	mrna	died	died	died
EPAS1_mrna	EPAS1	mrna	died	died	died
EPB41L1_prot	EPB41L1	prot	prot	died	prot
EPB41L2_prot	EPB41L2	prot	prot	prot	prot
EPB41_mrna	EPB41	mrna	died	died	died
EPB41_prot	EPB41	prot	died	prot	died
EPB42_mrna	EPB42	mrna	died	died	died
EPB42_prot	EPB42	prot	died	died	died
EPC1_mrna	EPC1	mrna	died	died	died
EPCAM_mrna	EPCAM	mrna	died	died	died
EPHA1_mrna	EPHA1	mrna	died	died	died
EPHA4_mrna	EPHA4	mrna	died	mrna	died
EPHB1_mrna	EPHB1	mrna	died	died	died
EPHB2_mrna	EPHB2	mrna	mrna	died	died
EPHB2_prot	EPHB2	prot	died	prot	prot
EPHB3_mrna	EPHB3	mrna	died	died	died
EPHB3_prot	EPHB3	prot	died	died	died
EPHX1_prot	EPHX1	prot	died	died	died
EPHX2_mrna	EPHX2	mrna	died	died	died
EPHX2_prot	EPHX2	prot	died	died	died
EPM2AIP1_mrna	EPM2AIP1	mrna	died	died	died
EPM2A_mrna	EPM2A	mrna	died	died	died
EPOR_mrna	EPOR	mrna	died	mrna	died
EPO_mrna	EPO	mrna	died	died	died
EPPK1_mrna	EPPK1	mrna	died	died	died
EPPK1_prot	EPPK1	prot	died	died	died
EPRS_mrna	EPRS	mrna	mrna	died	died
EPRS_prot	EPRS	prot	died	prot	died
EPS15L1_mrna	EPS15L1	mrna	died	died	died
EPS15L1_prot	EPS15L1	prot	died	died	died
EPS15_mrna	EPS15	mrna	died	died	died
EPS15_prot	EPS15	prot	died	died	died
EPS8L1_prot	EPS8L1	prot	died	died	died
EPS8L2_prot	EPS8L2	prot	died	prot	prot
EPS8L3_prot	EPS8L3	prot	died	died	died
EPS8_prot	EPS8	prot	died	died	died
EPSTI1_mrna	EPSTI1	mrna	died	died	died
EPX_mrna	EPX	mrna	died	died	died
ERAL1_prot	ERAL1	prot	prot	prot	died
ERAP1_mrna	ERAP1	mrna	died	died	died
ERAP1_prot	ERAP1	prot	died	died	died
ERAP2_mrna	ERAP2	mrna	died	died	died
ERAP2_prot	ERAP2	prot	died	died	died
ERBB2IP_mrna	ERBB2IP	mrna	died	died	died
ERBB2_mrna	ERBB2	mrna	died	died	died
ERBB2_prot	ERBB2	prot	prot	died	died
ERBB3_mrna	ERBB3	mrna	died	died	died
ERCC1_mrna	ERCC1	mrna	died	died	died
ERCC3_mrna	ERCC3	mrna	died	died	died
ERCC6L2_mrna	ERCC6L2	mrna	died	died	died
ERCC6L_mrna	ERCC6L	mrna	died	died	died
ERCC8_mrna	ERCC8	mrna	died	died	died
ERF_mrna	ERF	mrna	died	died	died
ERGIC1_prot	ERGIC1	prot	died	died	died
ERG_mrna	ERG	mrna	died	mrna	died
ERH_mrna	ERH	mrna	died	died	died
ERH_prot	ERH	prot	died	died	died
ERI2_mrna	ERI2	mrna	died	died	died
ERLIN1_mrna	ERLIN1	mrna	died	mrna	died
ERLIN1_prot	ERLIN1	prot	died	died	died
ERLIN2_prot	ERLIN2	prot	died	died	died
ERMP1_prot	ERMP1	prot	died	died	died
ERN2_prot	ERN2	prot	died	died	died
ERP29_prot	ERP29	prot	died	died	died
ERP44_prot	ERP44	prot	died	died	died
ESAM_mrna	ESAM	mrna	died	died	died
ESCO1_mrna	ESCO1	mrna	died	died	died
ESCO2_mrna	ESCO2	mrna	died	died	died
ESD_mrna	ESD	mrna	died	died	died
ESD_prot	ESD	prot	died	died	died
ESF1_mrna	ESF1	mrna	died	died	died
ESPL1_mrna	ESPL1	mrna	died	died	died
ESR1_mrna	ESR1	mrna	died	died	died
ESR2_mrna	ESR2	mrna	died	died	died
ESRRA_mrna	ESRRA	mrna	died	died	died
ESRRB_mrna	ESRRB	mrna	died	died	died
ESYT1_prot	ESYT1	prot	died	died	died
ESYT2_prot	ESYT2	prot	died	died	died
ETAA1_mrna	ETAA1	mrna	died	died	died
ETF1_mrna	ETF1	mrna	died	died	died
ETF1_prot	ETF1	prot	died	died	died
ETFA_mrna	ETFA	mrna	died	mrna	died
ETFA_prot	ETFA	prot	prot	died	died
ETFB_prot	ETFB	prot	died	died	died
ETHE1_mrna	ETHE1	mrna	died	died	died
ETHE1_prot	ETHE1	prot	died	died	died
ETNK1_mrna	ETNK1	mrna	died	died	died
ETNK2_mrna	ETNK2	mrna	died	died	died
ETS1_mrna	ETS1	mrna	died	died	died
ETV2_mrna	ETV2	mrna	died	died	died
ETV6_mrna	ETV6	mrna	died	died	died
EVA1B_mrna	EVA1B	mrna	mrna	mrna	died
EVI2B_mrna	EVI2B	mrna	mrna	died	died
EVI5L_mrna	EVI5L	mrna	died	died	died
EVL_prot	EVL	prot	died	died	died
EVPL_mrna	EVPL	mrna	died	died	died
EVPL_prot	EVPL	prot	died	died	died
EVX1_mrna	EVX1	mrna	died	mrna	died
EWSR1_mrna	EWSR1	mrna	died	died	died
EWSR1_prot	EWSR1	prot	died	prot	died
EXO1_mrna	EXO1	mrna	died	died	died
EXOC1_prot	EXOC1	prot	died	died	died
EXOC3_prot	EXOC3	prot	died	died	died
EXOC4_mrna	EXOC4	mrna	died	died	died
EXOC4_prot	EXOC4	prot	died	died	prot
EXOC5_mrna	EXOC5	mrna	died	died	died
EXOC6_mrna	EXOC6	mrna	died	died	died
EXOC7_mrna	EXOC7	mrna	died	died	died
EXOG_mrna	EXOG	mrna	died	died	died
EXOSC10_mrna	EXOSC10	mrna	died	died	died
EXOSC10_prot	EXOSC10	prot	died	died	died
EXOSC1_mrna	EXOSC1	mrna	died	mrna	died
EXOSC2_mrna	EXOSC2	mrna	died	died	died
EXOSC2_prot	EXOSC2	prot	died	died	died
EXOSC3_mrna	EXOSC3	mrna	died	died	died
EXOSC4_mrna	EXOSC4	mrna	died	died	died
EXOSC5_mrna	EXOSC5	mrna	mrna	died	died
EXOSC6_prot	EXOSC6	prot	prot	died	died
EXOSC7_prot	EXOSC7	prot	died	died	died
EXOSC8_mrna	EXOSC8	mrna	died	died	died
EXOSC9_mrna	EXOSC9	mrna	died	died	died
EXT2_mrna	EXT2	mrna	died	died	died
EXTL2_mrna	EXTL2	mrna	died	died	died
EXTL3_mrna	EXTL3	mrna	died	died	died
EZH1_mrna	EZH1	mrna	died	died	died
EZH2_mrna	EZH2	mrna	mrna	died	died
EZR_prot	EZR	prot	died	died	died
F11R_mrna	F11R	mrna	died	died	died
F11R_prot	F11R	prot	died	died	died
F12_mrna	F12	mrna	died	died	died
F13A1_prot	F13A1	prot	died	prot	died
F2R_mrna	F2R	mrna	died	died	died
F2_prot	F2	prot	died	prot	died
F3_mrna	F3	mrna	died	died	died
F8_mrna	F8	mrna	died	died	died
