Feature	Gene	Type	Neighbor_inData	NumNeigh_inData
NCL_prot	NCL	prot	ANP32B_mrna;CCT4_mrna;DKC1_mrna;MCM3_mrna;NASP_mrna;NOB1_mrna;NPM1_mrna;PABPC1_mrna;RPL5_mrna;RSL1D1_mrna;SUPT16H_mrna;XRCC5_mrna;XRCC6_mrna;ACLY_prot;ARFGEF1_prot;BAG3_prot;BCLAF1_prot;CAND1_prot;CD81_prot;COL18A1_prot;COPS5_prot;COPS6_prot;CPSF2_prot;CSNK1A1_prot;CSNK2A2_prot;CTNNB1_prot;CUL1_prot;CUL3_prot;CUL4A_prot;CUL4B_prot;CYFIP1_prot;DHX9_prot;DNM1_prot;EBNA1BP2_prot;EIF2AK2_prot;EIF3A_prot;EIF3C_prot;EIF3D_prot;EIF3G_prot;EIF3L_prot;FBL_prot;FMR1_prot;GRB2_prot;H2AFX_prot;HDGF_prot;HIST1H1C_prot;HMGA1_prot;HNRNPA1_prot;HNRNPK_prot;HNRNPU_prot;HSP90AA1_prot;HSP90AB1_prot;HSPA1A_prot;HSPA5_prot;HSPA9_prot;ICAM1_prot;IFIT1_prot;IFIT3_prot;ILF3_prot;ILK_prot;KCTD12_prot;LMNA_prot;MAPK13_prot;MCM2_prot;MDC1_prot;MGMT_prot;MYBBP1A_prot;MYH9_prot;NAP1L4_prot;NBN_prot;NCBP1_prot;NDRG1_prot;NFKB2_prot;NOP56_prot;NPM1_prot;NSUN2_prot;NUP62_prot;OXCT1_prot;PA2G4_prot;PABPC1_prot;PARP1_prot;PHF5A_prot;PLOD2_prot;PNPT1_prot;POLR2A_prot;PPP1CB_prot;PRKAA1_prot;PRMT1_prot;PRMT5_prot;PSMA3_prot;PSMD4_prot;PTBP1_prot;RCN1_prot;RDX_prot;RELA_prot;RHOA_prot;ROCK1_prot;ROCK2_prot;RPL11_prot;RPL14_prot;RPL15_prot;RPL18_prot;RPL18A_prot;RPL19_prot;RPL21_prot;RPL24_prot;RPL26L1_prot;RPL28_prot;RPL3_prot;RPL37A_prot;RPL4_prot;RPL5_prot;RPL6_prot;RPL7_prot;RPL7A_prot;RPL8_prot;RPL9_prot;RPS16_prot;RPS19_prot;RPS2_prot;RPS23_prot;RPS24_prot;RPS3A_prot;RPS4X_prot;RPS5_prot;RPS6_prot;RPS6KA1_prot;RRP1B_prot;RRS1_prot;S100A11_prot;SEPT9_prot;SF3B4_prot;SFPQ_prot;SQSTM1_prot;SRSF2_prot;SSB_prot;STAU1_prot;SUPT5H_prot;SWAP70_prot;THRAP3_prot;TOP1_prot;UBL4A_prot;UQCRC2_prot;XRCC1_prot;XRCC5_prot;XRCC6_prot;YBX1_prot;YWHAQ_prot;YWHAZ_prot	149
NCMAP_mrna	NCMAP	mrna	MCM3_prot;NASP_prot;PABPC1_prot;RAD21_prot;RPL8_prot;SUPT16H_prot;TRIM28_prot;XRCC5_prot;XRCC6_prot	9
NCOA1_mrna	NCOA1	mrna	BUB3_prot;CPSF6_prot;ELAVL1_prot;HMGA1_prot;KPNA2_prot;KPNB1_prot;MCM4_prot;MCM5_prot;NCAPD2_prot;NCAPG_prot;PA2G4_prot;PPP2R1B_prot;SF3B3_prot	13
NCOA2_mrna	NCOA2	mrna	AHCTF1_prot;ANKFY1_prot;CDC5L_prot;CTNNB1_prot;KLC1_prot;PAFAH1B1_prot;SMARCC1_prot;SMC3_prot;UACA_prot	9
NCOA3_mrna	NCOA3	mrna	STAT6_prot	1
NCOA4_mrna	NCOA4	mrna	STAT6_prot	1
NCOA5_mrna	NCOA5	mrna	RAD21_prot;ZNF638_prot	2
NCOA6_mrna	NCOA6	mrna	RAD21_prot;ZNF638_prot	2
NCOA7_mrna	NCOA7	mrna	RAD21_prot;ZNF638_prot	2
NCOR1_mrna	NCOR1	mrna	CPSF1_prot;NFKB1_prot;RELA_prot;STAT3_prot;TFCP2_prot;ZNF638_prot	6
NCOR2_mrna	NCOR2	mrna	NFKB1_prot;POLR2A_prot;RELA_prot	3
NCR3LG1_mrna	NCR3LG1	mrna	NFKB1_prot;POLR2A_prot;RELA_prot	3
NCS1_mrna	NCS1	mrna	NFKB1_prot;POLR2A_prot;RELA_prot	3
NCSTN_mrna	NCSTN	mrna	NFKB1_prot;POLR2A_prot;RELA_prot	3
NCSTN_prot	NCSTN	prot	ACTB_mrna;ATP6AP2_mrna;GLB1_mrna;LAMP1_mrna;LUC7L2_mrna;PSAP_mrna;RNASEK_mrna;SERINC3_mrna;TOMM40_mrna;TPP1_mrna;UBE2Z_mrna;AHNAK2_prot;ALOX5_prot;APP_prot;BSG_prot;DSG2_prot;FTSJ3_prot;HNRNPR_prot;HNRNPU_prot;IK_prot;ITGB1_prot;LAMP2_prot;LMNB1_prot;MICAL1_prot;MYBBP1A_prot;NOP2_prot;NOP56_prot;NOP58_prot;NUMA1_prot;PHGDH_prot;PRPF40A_prot;PRPF6_prot;PSIP1_prot;RAB31_prot;RAD50_prot;RCC1_prot;RCC2_prot;RFC4_prot;RPS11_prot;RPS14_prot;RPS7_prot;RRAS_prot;RRS1_prot;RSL1D1_prot;S100A9_prot;SAP18_prot;SART1_prot;SEPT2_prot;SEPT7_prot;SLC27A2_prot;SMARCA5_prot;SMARCC2_prot;SMU1_prot;SNRPD2_prot;SRC_prot;SRSF1_prot;SRSF11_prot;SSRP1_prot;SUPT16H_prot;SURF4_prot;THRAP3_prot;TMED10_prot;TMED2_prot;TOP1_prot;TOP2B_prot;TRA2A_prot;TRMT112_prot;U2AF1_prot;USP39_prot;UTP14A_prot	70
ND5_prot	ND5	prot	CD97_prot;GLUL_prot;NDUFA8_prot;NDUFB11_prot;NDUFS3_prot;NDUFS6_prot;NDUFS7_prot;YME1L1_prot	8
NDC1_mrna	NDC1	mrna	NFKB1_prot;POLR2A_prot;RELA_prot	3
NDC80_mrna	NDC80	mrna	HMGB2_prot;NASP_prot;NCAPD2_prot;NCAPG_prot;RBM12_prot;RFC4_prot;RFC5_prot	7
NDE1_mrna	NDE1	mrna	KPNA2_prot;ZNF207_prot	2
NDEL1_mrna	NDEL1	mrna	KPNA2_prot;ZNF207_prot	2
NDFIP1_mrna	NDFIP1	mrna	ARMCX3_prot;POLR2A_prot	2
NDFIP2_mrna	NDFIP2	mrna	ARMCX3_prot;POLR2A_prot	2
NDNF_mrna	NDNF	mrna	ARMCX3_prot;POLR2A_prot	2
NDNL2_mrna	NDNL2	mrna	ARMCX3_prot;POLR2A_prot	2
NDN_mrna	NDN	mrna	ARMCX3_prot;POLR2A_prot	2
NDP_mrna	NDP	mrna	ARMCX3_prot;POLR2A_prot	2
NDRG1_mrna	NDRG1	mrna	ARMCX3_prot;POLR2A_prot	2
NDRG1_prot	NDRG1	prot	ACOT7_prot;ACSL3_prot;ANXA5_prot;AP1M2_prot;AP2M1_prot;ATP1A1_prot;CANX_prot;CDH1_prot;CLTC_prot;CNDP2_prot;COPB2_prot;CTNNB1_prot;DARS_prot;DDX1_prot;DDX39B_prot;DDX5_prot;DLST_prot;DPP3_prot;EEF1G_prot;EEF2_prot;EIF2S3_prot;EIF3E_prot;EIF4H_prot;EWSR1_prot;FASN_prot;GSR_prot;HNRNPF_prot;HNRNPH1_prot;HNRNPU_prot;HSD17B4_prot;HSP90AA1_prot;HSPA5_prot;IGBP1_prot;ILF3_prot;KIF5B_prot;KYNU_prot;LDHA_prot;MAOA_prot;MME_prot;NAMPT_prot;NCL_prot;NDRG2_prot;PABPC1_prot;PGD_prot;PKM_prot;PPP2R2A_prot;PSMC2_prot;PSMC3_prot;PSMD2_prot;RPL24_prot;RPL3_prot;RPL4_prot;RPN2_prot;RPS16_prot;RPS20_prot;RPS3_prot;RPS6_prot;RPS8_prot;RPS9_prot;RUVBL2_prot;SEC23A_prot;SHMT2_prot;SLC25A6_prot;SPAG9_prot;TARS_prot;TLE3_prot;UPF1_prot;VCP_prot;XRCC6_prot;YWHAG_prot	70
NDRG2_mrna	NDRG2	mrna	CORO1C_prot;CPSF6_prot	2
NDRG2_prot	NDRG2	prot	ATP1B1_prot;HSPA8_prot;NDRG1_prot	3
NDRG3_mrna	NDRG3	mrna	DDX42_prot;PAFAH1B1_prot	2
NDRG3_prot	NDRG3	prot	LACTB2_prot	1
NDRG4_mrna	NDRG4	mrna	DDX42_prot;PAFAH1B1_prot	2
NDST1_mrna	NDST1	mrna	DDX42_prot;PAFAH1B1_prot	2
NDST2_mrna	NDST2	mrna	DDX42_prot;PAFAH1B1_prot	2
NDST3_mrna	NDST3	mrna	DDX42_prot;PAFAH1B1_prot	2
NDUFA10_prot	NDUFA10	prot	CLPP_prot;DECR1_prot;DHRS4_prot;MDC1_prot;MME_prot;MTIF2_prot;NDUFB11_prot;NDUFV2_prot;SDHB_prot	9
NDUFA11_mrna	NDUFA11	mrna	POLR2A_prot	1
NDUFA12_mrna	NDUFA12	mrna	POLR2A_prot	1
NDUFA12_prot	NDUFA12	prot	ATP5B_prot;ATP5C1_prot;ATP5H_prot;COX15_prot;CYC1_prot;ERLIN1_prot;GALNT6_prot;MRPL15_prot;NDUFA13_prot;NDUFA2_prot;NDUFA8_prot;NDUFA9_prot;NDUFB11_prot;NDUFB9_prot;NDUFS1_prot;NDUFS3_prot;NDUFS4_prot;NDUFS6_prot;NDUFS7_prot;SURF1_prot;TOMM22_prot;VAPB_prot	22
NDUFA13_mrna	NDUFA13	mrna	FIS1_prot;GTF2F1_prot	2
NDUFA13_prot	NDUFA13	prot	ACAD9_prot;ACADVL_prot;CPT2_prot;CST1_prot;EXOSC6_prot;HTRA2_prot;NDUFA12_prot;NDUFA7_prot;NDUFB6_prot;NDUFS4_prot;NDUFS6_prot;NDUFS7_prot;NDUFS8_prot;NDUFV3_prot;SLC25A10_prot;STAT3_prot;TSG101_prot;UBE3A_prot	18
NDUFA1_mrna	NDUFA1	mrna	DDX42_prot;PAFAH1B1_prot	2
NDUFA2_mrna	NDUFA2	mrna	FIS1_prot;GTF2F1_prot	2
NDUFA2_prot	NDUFA2	prot	ABCB10_prot;ACAA1_prot;ACAD9_prot;APP_prot;ATP5B_prot;CDV3_prot;CPT1A_prot;DHX30_prot;ECI2_prot;GATAD2B_prot;ILF3_prot;MRPL43_prot;MRRF_prot;NDUFA12_prot;NDUFA9_prot;NDUFB11_prot;NDUFB9_prot;NDUFS2_prot;NDUFS3_prot;NDUFS6_prot;NT5E_prot;OLA1_prot;PML_prot;RPL38_prot;SBDS_prot;SNRPC_prot;SNX3_prot;SPR_prot;TBL2_prot;TIMM44_prot;UBE2I_prot;UBL4A_prot;UQCRQ_prot;ZC3H11A_prot	34
NDUFA4L2_mrna	NDUFA4L2	mrna	MCM4_prot;MCM7_prot;RFC4_prot;RPL26L1_prot;UHRF1_prot	5
NDUFA4_mrna	NDUFA4	mrna	HDAC2_prot	1
NDUFA4_prot	NDUFA4	prot	APP_prot;CUL3_prot;FKBP5_prot;ILK_prot;JUP_prot;PARK7_prot;UBL4A_prot	7
NDUFA5_mrna	NDUFA5	mrna	RELA_prot	1
NDUFA5_prot	NDUFA5	prot	APP_prot;CUL3_prot;EWSR1_prot;NDUFB10_prot;NDUFB9_prot;NDUFS3_prot	6
NDUFA6_prot	NDUFA6	prot	BAG6_prot;NDUFA9_prot;NDUFB11_prot;NDUFB6_prot;NDUFS3_prot;NDUFS5_prot;NDUFS6_prot;NDUFS7_prot	8
NDUFA7_mrna	NDUFA7	mrna	RELA_prot	1
NDUFA7_prot	NDUFA7	prot	ACAA1_prot;CDV3_prot;ECI2_prot;GATAD2B_prot;HRSP12_prot;MRPL14_prot;MRRF_prot;NDUFA13_prot;NDUFA8_prot;NDUFB11_prot;NDUFS3_prot;NDUFS6_prot;NDUFS7_prot;NUP214_prot;OLA1_prot;PDLIM5_prot;PDLIM7_prot;PIN1_prot;PQBP1_prot;RAB8A_prot;RANGAP1_prot;RPL38_prot;RPS28_prot;RRBP1_prot;SBDS_prot;SCO2_prot;SCP2_prot;SNRPC_prot;SNX3_prot;SRRM2_prot;STX7_prot;TAGLN_prot;TBL2_prot;TIMM44_prot;TMX2_prot;TOMM40_prot;UBE2I_prot;UBE2L3_prot;UBL4A_prot;VAPB_prot;VDAC3_prot;ZC3H11A_prot	42
NDUFA8_mrna	NDUFA8	mrna	COPS5_prot	1
NDUFA8_prot	NDUFA8	prot	ACAD9_prot;CAMK2G_prot;KDM1A_prot;ND5_prot;NDUFA12_prot;NDUFA7_prot;NDUFA9_prot;NDUFB6_prot;NDUFB8_prot;NDUFB9_prot;NDUFS1_prot;NDUFS2_prot;NDUFS4_prot;NDUFS6_prot;NDUFS7_prot;NDUFS8_prot;NDUFV1_prot;NDUFV2_prot;NDUFV3_prot;TBC1D4_prot	20
NDUFA9_mrna	NDUFA9	mrna	CHERP_prot;HNF4A_prot;KRT7_prot;SF3B2_prot;XDH_prot	5
NDUFA9_prot	NDUFA9	prot	COX15_prot;COX4I1_prot;COX5A_prot;DLD_prot;ELAVL1_prot;HLA-B_prot;IMMT_prot;MME_prot;NDUFA12_prot;NDUFA2_prot;NDUFA6_prot;NDUFA8_prot;NDUFB11_prot;NDUFB6_prot;NDUFB8_prot;NDUFS1_prot;NDUFS2_prot;NDUFS3_prot;NDUFS5_prot;NDUFS6_prot;NDUFS7_prot;NDUFV1_prot;NNT_prot;OPA1_prot;SDHB_prot	25
NDUFAB1_mrna	NDUFAB1	mrna	COPS4_prot;MTX2_prot;NDUFS1_prot	3
NDUFAB1_prot	NDUFAB1	prot	ETFB_prot;MRPL46_prot;NDUFS6_prot;NFS1_prot;NT5C3A_prot;SDHB_prot	6
NDUFAF1_mrna	NDUFAF1	mrna	COPS4_prot;MTX2_prot;NDUFS1_prot	3
NDUFAF2_mrna	NDUFAF2	mrna	COPS4_prot;MTX2_prot;NDUFS1_prot	3
NDUFAF2_prot	NDUFAF2	prot	ACOT13_prot;CDV3_prot;PPIF_prot;RPS24_prot;SON_prot;SUGP2_prot	6
NDUFAF3_mrna	NDUFAF3	mrna	POLR2A_prot	1
NDUFAF3_prot	NDUFAF3	prot	CYC1_prot;NDUFB11_prot;NDUFS4_prot;NDUFS8_prot;SURF1_prot	5
NDUFAF4_mrna	NDUFAF4	mrna	POLR2A_prot	1
NDUFAF5_mrna	NDUFAF5	mrna	STAT3_prot	1
NDUFAF6_mrna	NDUFAF6	mrna	STAT3_prot	1
NDUFAF7_mrna	NDUFAF7	mrna	STAT3_prot	1
NDUFB10_mrna	NDUFB10	mrna	KLC1_prot;MTX2_prot;STUB1_prot	3
NDUFB10_prot	NDUFB10	prot	CYC1_prot;FKBP8_prot;MRPL13_prot;NDUFA5_prot;NDUFB11_prot;NDUFB9_prot;NDUFS1_prot;NDUFS6_prot;NDUFS7_prot;NDUFV1_prot;YBX3_prot	11
NDUFB11_mrna	NDUFB11	mrna	KLC1_prot;MTX2_prot;STUB1_prot	3
NDUFB11_prot	NDUFB11	prot	ABCB10_prot;ABCD3_prot;ACAD9_prot;BAG6_prot;EIF4A1_prot;ND5_prot;NDUFA10_prot;NDUFA12_prot;NDUFA2_prot;NDUFA6_prot;NDUFA7_prot;NDUFA9_prot;NDUFAF3_prot;NDUFB10_prot;NDUFB4_prot;NDUFB6_prot;NDUFB8_prot;NDUFB9_prot;NDUFS1_prot;NDUFS2_prot;NDUFS3_prot;NDUFS4_prot;NDUFS5_prot;NDUFS6_prot;NDUFS7_prot;NDUFS8_prot;NDUFV1_prot;NDUFV2_prot;NDUFV3_prot;SDHB_prot;SURF4_prot;TMX1_prot;TXNDC5_prot;UQCRB_prot	34
NDUFB1_mrna	NDUFB1	mrna	CBX3_prot;UBTF_prot	2
NDUFB2_mrna	NDUFB2	mrna	FIS1_prot	1
NDUFB3_mrna	NDUFB3	mrna	NDUFS1_prot	1
NDUFB4_mrna	NDUFB4	mrna	ELF1_prot	1
NDUFB4_prot	NDUFB4	prot	M6PR_prot;MME_prot;MYL12A_prot;NDUFB11_prot;NDUFS6_prot;NDUFV2_prot	6
NDUFB5_mrna	NDUFB5	mrna	KLC1_prot;NDUFS1_prot	2
NDUFB6_mrna	NDUFB6	mrna	COPS3_prot;COPS4_prot;COPS5_prot;MTX2_prot	4
NDUFB6_prot	NDUFB6	prot	ABCB7_prot;APP_prot;GALNT6_prot;IKBIP_prot;NDUFA13_prot;NDUFA6_prot;NDUFA8_prot;NDUFA9_prot;NDUFB11_prot;NDUFS3_prot;NDUFS5_prot;NDUFS6_prot;NDUFS7_prot;NDUFV1_prot;PON1_prot;SDHB_prot;YME1L1_prot	17
NDUFB7_mrna	NDUFB7	mrna	FIS1_prot	1
NDUFB8_mrna	NDUFB8	mrna	FIS1_prot	1
NDUFB8_prot	NDUFB8	prot	CD97_prot;COPG2_prot;COX4I1_prot;COX5A_prot;COX6C_prot;GALNT6_prot;NDUFA8_prot;NDUFA9_prot;NDUFB11_prot;NDUFS3_prot;NDUFS6_prot;NDUFS7_prot;PFN2_prot;SAMM50_prot;SLC25A3_prot;SLC25A6_prot;SURF1_prot;TIMM50_prot;UQCRB_prot;UQCRFS1_prot;VAPB_prot	21
NDUFB9_mrna	NDUFB9	mrna	COPS5_prot	1
NDUFB9_prot	NDUFB9	prot	ATP5B_prot;ATP5C1_prot;ATP5F1_prot;ATP5O_prot;IKBKAP_prot;ILF3_prot;IMMT_prot;MSLN_prot;NDUFA12_prot;NDUFA2_prot;NDUFA5_prot;NDUFA8_prot;NDUFB10_prot;NDUFB11_prot;NDUFS1_prot;NDUFS3_prot;NDUFS6_prot;NDUFS7_prot;SDHB_prot;SYNE2_prot	20
NDUFC1_mrna	NDUFC1	mrna	FIS1_prot;STUB1_prot	2
NDUFC2_mrna	NDUFC2	mrna	FIS1_prot;STUB1_prot	2
NDUFS1_prot	NDUFS1	prot	ATP5C1_mrna;ATP5F1_mrna;ATP5G3_mrna;CISD1_mrna;COPS8_mrna;COX5A_mrna;CRLS1_mrna;CYC1_mrna;CYCS_mrna;DLAT_mrna;DLD_mrna;ETFA_mrna;FASTKD2_mrna;FH_mrna;GAPDH_mrna;GFM1_mrna;GFM2_mrna;GHITM_mrna;GOT1_mrna;GRSF1_mrna;GUCA1B_mrna;HRSP12_mrna;HSD17B12_mrna;IDH3A_mrna;IMMT_mrna;MDH1_mrna;MDH2_mrna;MRPL15_mrna;MRPL30_mrna;MRPL34_mrna;MRPL35_mrna;MRPS28_mrna;MRPS7_mrna;MRPS9_mrna;MTX2_mrna;NDUFAB1_mrna;NDUFB3_mrna;NDUFB5_mrna;NDUFV2_mrna;NDUFV3_mrna;PCCB_mrna;PDHB_mrna;RTN4IP1_mrna;SLC25A3_mrna;SLC25A46_mrna;TIMM8B_mrna;UQCRC2_mrna;UQCRFS1_mrna;VDAC1_mrna;VDAC2_mrna;ATP5B_prot;ATP5C1_prot;CPT1A_prot;CUL3_prot;DAP3_prot;KDM1A_prot;MRPL13_prot;MRPS27_prot;NDUFA12_prot;NDUFA8_prot;NDUFA9_prot;NDUFB10_prot;NDUFB11_prot;NDUFB9_prot;NDUFS2_prot;NDUFS3_prot;NDUFS6_prot;NDUFS7_prot;NDUFS8_prot;NDUFV1_prot;NDUFV2_prot;NDUFV3_prot;OPA1_prot;PML_prot;RAB5B_prot;RHOT2_prot;RPL27_prot;SDHB_prot;SEC24C_prot;STX12_prot	80
NDUFS2_mrna	NDUFS2	mrna	FIS1_prot;STUB1_prot	2
NDUFS2_prot	NDUFS2	prot	APP_prot;CPSF7_prot;CUL3_prot;HMOX2_prot;NDUFA2_prot;NDUFA8_prot;NDUFA9_prot;NDUFB11_prot;NDUFS1_prot;NDUFS3_prot;NDUFS6_prot;NDUFS7_prot;NDUFS8_prot;NDUFV1_prot;NDUFV2_prot;PHB_prot;SDHA_prot	17
NDUFS3_mrna	NDUFS3	mrna	FIS1_prot;STUB1_prot	2
NDUFS3_prot	NDUFS3	prot	ACAD9_prot;CUL3_prot;ILK_prot;MRPL3_prot;ND5_prot;NDUFA12_prot;NDUFA2_prot;NDUFA5_prot;NDUFA6_prot;NDUFA7_prot;NDUFA9_prot;NDUFB11_prot;NDUFB6_prot;NDUFB8_prot;NDUFB9_prot;NDUFS1_prot;NDUFS2_prot;NDUFS4_prot;NDUFS5_prot;NDUFS6_prot;NDUFS7_prot;NDUFS8_prot;NDUFV1_prot;NDUFV2_prot;NDUFV3_prot;PARK7_prot;PHB_prot;SAMM50_prot;SDHA_prot;SLC3A2_prot;SSBP1_prot;SURF1_prot;TMEM14C_prot	33
NDUFS4_mrna	NDUFS4	mrna	FIS1_prot;STUB1_prot	2
NDUFS4_prot	NDUFS4	prot	ABCD3_prot;APP_prot;ATP5O_prot;CACNA2D1_prot;COX15_prot;CYC1_prot;DLAT_prot;GALNT6_prot;M6PR_prot;MGST3_prot;MRPL15_prot;NDUFA12_prot;NDUFA13_prot;NDUFA8_prot;NDUFAF3_prot;NDUFB11_prot;NDUFS3_prot;NDUFS6_prot;NDUFS7_prot;NDUFV2_prot;NUP188_prot;PRPH_prot;RPS2_prot;UQCRB_prot;VAPB_prot	25
NDUFS5_mrna	NDUFS5	mrna	FIS1_prot;STUB1_prot	2
NDUFS5_prot	NDUFS5	prot	NDUFA6_prot;NDUFA9_prot;NDUFB11_prot;NDUFB6_prot;NDUFS3_prot;NDUFS6_prot;NDUFS7_prot	7
NDUFS6_mrna	NDUFS6	mrna	COPS6_prot	1
NDUFS6_prot	NDUFS6	prot	BCAT2_prot;COX15_prot;FAHD1_prot;FLOT1_prot;GALNT6_prot;ILF3_prot;LIG3_prot;ND5_prot;NDUFA12_prot;NDUFA13_prot;NDUFA2_prot;NDUFA6_prot;NDUFA7_prot;NDUFA8_prot;NDUFA9_prot;NDUFAB1_prot;NDUFB10_prot;NDUFB11_prot;NDUFB4_prot;NDUFB6_prot;NDUFB8_prot;NDUFB9_prot;NDUFS1_prot;NDUFS2_prot;NDUFS3_prot;NDUFS4_prot;NDUFS5_prot;NDUFS7_prot;NDUFS8_prot;NDUFV1_prot;NDUFV2_prot;NDUFV3_prot;NNT_prot;PCK2_prot;RALA_prot;RPS12_prot;SDHA_prot;SEPT11_prot;TJP1_prot;VAPB_prot	40
NDUFS7_mrna	NDUFS7	mrna	FIS1_prot	1
NDUFS7_prot	NDUFS7	prot	AARS2_prot;ACAD9_prot;ACOT9_prot;ACSF3_prot;ACSS1_prot;ATP5F1_prot;BCS1L_prot;CD55_prot;CHDH_prot;CPS1_prot;DNAJA3_prot;ENO2_prot;FAM3C_prot;GFM1_prot;GLS_prot;HARS2_prot;HSPD1_prot;IARS2_prot;INTS1_prot;LARS2_prot;LONP1_prot;MARS2_prot;MCCC1_prot;MTIF2_prot;ND5_prot;NDUFA12_prot;NDUFA13_prot;NDUFA6_prot;NDUFA7_prot;NDUFA8_prot;NDUFA9_prot;NDUFB10_prot;NDUFB11_prot;NDUFB6_prot;NDUFB8_prot;NDUFB9_prot;NDUFS1_prot;NDUFS2_prot;NDUFS3_prot;NDUFS4_prot;NDUFS5_prot;NDUFS6_prot;NDUFS8_prot;NDUFV1_prot;NDUFV2_prot;NDUFV3_prot;NNT_prot;PDK1_prot;PDK3_prot;PDPR_prot;RHOT2_prot	51
NDUFS8_mrna	NDUFS8	mrna	DHX30_prot;KLC1_prot;LPP_prot;STAT3_prot;XPNPEP1_prot	5
NDUFS8_prot	NDUFS8	prot	COX15_prot;CYC1_prot;DHODH_prot;HSPA9_prot;NDUFA13_prot;NDUFA8_prot;NDUFAF3_prot;NDUFB11_prot;NDUFS1_prot;NDUFS2_prot;NDUFS3_prot;NDUFS6_prot;NDUFS7_prot;NDUFV1_prot;NDUFV2_prot;OPA1_prot;RAB5B_prot;RHOT2_prot;RPLP0_prot;SAMM50_prot;SDHA_prot;SURF1_prot	22
NDUFV1_mrna	NDUFV1	mrna	DHX30_prot;KLC1_prot;LPP_prot;STAT3_prot;XPNPEP1_prot	5
NDUFV1_prot	NDUFV1	prot	ABCD3_prot;COPS5_prot;CPT1A_prot;DNAJB11_prot;ERGIC1_prot;EWSR1_prot;HNRNPR_prot;HTRA2_prot;ILF3_prot;MPST_prot;NDUFA8_prot;NDUFA9_prot;NDUFB10_prot;NDUFB11_prot;NDUFB6_prot;NDUFS1_prot;NDUFS2_prot;NDUFS3_prot;NDUFS6_prot;NDUFS7_prot;NDUFS8_prot;NDUFV2_prot;PAICS_prot;PALLD_prot;PNP_prot;RNASET2_prot;RRM1_prot;SDHA_prot;STMN1_prot;TCOF1_prot;TMEM189_prot;TOR1AIP1_prot;VPS29_prot	33
NDUFV2_mrna	NDUFV2	mrna	KLC1_prot;NDUFS1_prot	2
NDUFV2_prot	NDUFV2	prot	NDUFA10_prot;NDUFA8_prot;NDUFB11_prot;NDUFB4_prot;NDUFS1_prot;NDUFS2_prot;NDUFS3_prot;NDUFS4_prot;NDUFS6_prot;NDUFS7_prot;NDUFS8_prot;NDUFV1_prot;NDUFV3_prot;NPC2_prot;PCYOX1_prot;PHB_prot;PITRM1_prot;SDHA_prot;SDHB_prot;SEPT9_prot;SLC25A3_prot;SUCLG2_prot;SURF1_prot;SVIL_prot;SYNCRIP_prot;TJP1_prot;TMED9_prot;UQCRC1_prot	28
NDUFV3_mrna	NDUFV3	mrna	MTX2_prot;NDUFS1_prot;RAD21_prot	3
NDUFV3_prot	NDUFV3	prot	ILF3_prot;NDUFA13_prot;NDUFA8_prot;NDUFB11_prot;NDUFS1_prot;NDUFS3_prot;NDUFS6_prot;NDUFS7_prot;NDUFV2_prot;SLC25A3_prot;SLC25A6_prot;TMX2_prot	12
NEBL_mrna	NEBL	mrna	MTX2_prot;NDUFS1_prot;RAD21_prot	3
NEBL_prot	NEBL	prot	CARKD_prot;DHX38_prot;ZYX_prot	3
NEB_mrna	NEB	mrna	MTX2_prot;NDUFS1_prot;RAD21_prot	3
NECAB1_mrna	NECAB1	mrna	CCAR1_prot	1
NECAB3_mrna	NECAB3	mrna	CCAR1_prot	1
NECAP1_mrna	NECAP1	mrna	CCAR1_prot	1
NECAP2_mrna	NECAP2	mrna	CCAR1_prot	1
NEDD1_mrna	NEDD1	mrna	CDC5L_prot;CUL4B_prot;EEA1_prot;GLS_prot;IGF2BP3_prot;KPNA1_prot;NUP133_prot;PSPC1_prot;RPAP3_prot;STIP1_prot	10
NEDD4L_mrna	NEDD4L	mrna	UBTF_prot	1
NEDD4_mrna	NEDD4	mrna	UBTF_prot	1
NEDD8_mrna	NEDD8	mrna	COPE_prot;DDB1_prot;DDX19A_prot;GSTO1_prot;PSMD3_prot;TBL1XR1_prot	6
NEDD9_mrna	NEDD9	mrna	HDAC2_prot	1
NEFH_mrna	NEFH	mrna	HDAC2_prot	1
NEFL_mrna	NEFL	mrna	HDAC2_prot	1
NEFM_mrna	NEFM	mrna	VAC14_prot	1
NEGR1_mrna	NEGR1	mrna	VAC14_prot	1
NEIL1_mrna	NEIL1	mrna	VAC14_prot	1
NEIL2_mrna	NEIL2	mrna	RAD21_prot	1
NEIL3_mrna	NEIL3	mrna	IGF2BP3_prot;MCM6_prot;MCM7_prot;RFC4_prot;RFC5_prot;UHRF1_prot	6
NEK10_mrna	NEK10	mrna	DDX17_prot;GRSF1_prot	2
NEK11_mrna	NEK11	mrna	DDX17_prot;GRSF1_prot	2
NEK1_mrna	NEK1	mrna	DDX17_prot;GRSF1_prot	2
NEK2_mrna	NEK2	mrna	BUB3_prot;CAND1_prot;HMGB2_prot;IGF2BP3_prot;KPNA2_prot;MCM4_prot;MSH6_prot;NCAPG_prot;NONO_prot;RFC5_prot;SMARCC1_prot;SSRP1_prot	12
NEK3_mrna	NEK3	mrna	CDC5L_prot;XRN2_prot	2
NEK4_mrna	NEK4	mrna	CDC5L_prot;XRN2_prot	2
NEK5_mrna	NEK5	mrna	CDC5L_prot;XRN2_prot	2
